"","word","n","n_papers","n_papers_total","p_papers"
"2617","adopted respect",1,1,337,0.0029673590504451
"2618","adopted technology",1,1,337,0.0029673590504451
"2619","adopting conceptualization",1,1,337,0.0029673590504451
"2620","adopting global",1,1,337,0.0029673590504451
"2621","adopting guidelines",1,1,337,0.0029673590504451
"2622","adopting purely",1,1,337,0.0029673590504451
"2623","adopting research",1,1,337,0.0029673590504451
"2624","adoption datasets",1,1,337,0.0029673590504451
"2625","adoption dates",1,1,337,0.0029673590504451
"2626","adoption decisions",1,1,337,0.0029673590504451
"2627","adoption digital",1,1,337,0.0029673590504451
"2628","adoption dynamics",1,1,337,0.0029673590504451
"2629","adoption endogenous",1,1,337,0.0029673590504451
"2630","adoption flexible",1,1,337,0.0029673590504451
"2631","adoption increases",1,1,337,0.0029673590504451
"2632","adoption information",1,1,337,0.0029673590504451
"2633","adoption modern",1,1,337,0.0029673590504451
"2634","adoption outcomes",1,1,337,0.0029673590504451
"2635","adoption rates",1,1,337,0.0029673590504451
"2636","adoption recognition",1,1,337,0.0029673590504451
"2637","adoption significant",1,1,337,0.0029673590504451
"2638","adoption techniques",1,1,337,0.0029673590504451
"2639","adopts increase",1,1,337,0.0029673590504451
"2640","ads 2.5",1,1,337,0.0029673590504451
"2641","ads analyzed",1,1,337,0.0029673590504451
"2642","ads blacklist",1,1,337,0.0029673590504451
"2643","ads comparing",1,1,337,0.0029673590504451
"2644","ads criticisms",1,1,337,0.0029673590504451
"2645","ads detected",1,1,337,0.0029673590504451
"2646","ads diversity",1,1,337,0.0029673590504451
"2647","ads divisive",2,1,337,0.0029673590504451
"2648","ads focus",1,1,337,0.0029673590504451
"2649","ads gaining",1,1,337,0.0029673590504451
"2650","ads identified",1,1,337,0.0029673590504451
"2651","ads independent",1,1,337,0.0029673590504451
"2652","ads matched",1,1,337,0.0029673590504451
"2653","ads platforms",1,1,337,0.0029673590504451
"2654","ads political",1,1,337,0.0029673590504451
"2655","ads random",1,1,337,0.0029673590504451
"2656","ads related",1,1,337,0.0029673590504451
"2657","ads results",1,1,337,0.0029673590504451
"2658","ads sensitive",1,1,337,0.0029673590504451
"2659","ads similar",1,1,337,0.0029673590504451
"2660","ads subgroups",1,1,337,0.0029673590504451
"2661","ads surveys",1,1,337,0.0029673590504451
"2662","ads timeline",1,1,337,0.0029673590504451
"2663","ads twitter",1,1,337,0.0029673590504451
"2664","ads unreported",1,1,337,0.0029673590504451
"2665","ads word",1,1,337,0.0029673590504451
"2666","ads1 russian",1,1,337,0.0029673590504451
"2667","adss limited",1,1,337,0.0029673590504451
"2668","adss reveal",1,1,337,0.0029673590504451
"2669","adss time",1,1,337,0.0029673590504451
"2670","adult data",1,1,337,0.0029673590504451
"2671","adult dataset",1,1,337,0.0029673590504451
"2672","adult datasets",1,1,337,0.0029673590504451
"2673","adult tabular",1,1,337,0.0029673590504451
"2674","adults accurately",1,1,337,0.0029673590504451
"2675","adults algorithms",1,1,337,0.0029673590504451
"2676","adults based",2,1,337,0.0029673590504451
"2677","adults children",1,1,337,0.0029673590504451
"2678","adults data",1,1,337,0.0029673590504451
"2679","adults defined",2,1,337,0.0029673590504451
"2680","adults domain",1,1,337,0.0029673590504451
"2681","adults existing",1,1,337,0.0029673590504451
"2682","adults fairness",1,1,337,0.0029673590504451
"2683","adults initial",1,1,337,0.0029673590504451
"2684","adults paper",1,1,337,0.0029673590504451
"2685","adults represented",2,1,337,0.0029673590504451
"2686","adults trend",1,1,337,0.0029673590504451
"2687","advanced level",1,1,337,0.0029673590504451
"2688","advanced machine",1,1,337,0.0029673590504451
"2689","advanced targeted",1,1,337,0.0029673590504451
"2690","advances board",1,1,337,0.0029673590504451
"2691","advances community",1,1,337,0.0029673590504451
"2692","advances deep",1,1,337,0.0029673590504451
"2693","advances paper",1,1,337,0.0029673590504451
"2694","advances recognition",1,1,337,0.0029673590504451
"2695","advances reshape",1,1,337,0.0029673590504451
"2696","advances robust",1,1,337,0.0029673590504451
"2697","advancing medical",1,1,337,0.0029673590504451
"2698","advantage behavioral",1,1,337,0.0029673590504451
"2699","advantage disadvantage",1,1,337,0.0029673590504451
"2700","advantaged morphing",1,1,337,0.0029673590504451
"2701","advantaged populations",1,1,337,0.0029673590504451
"2702","advantaged reliance",1,1,337,0.0029673590504451
"2703","advent digital",1,1,337,0.0029673590504451
"2704","adver tisers",1,1,337,0.0029673590504451
"2705","adverbs e.g",1,1,337,0.0029673590504451
"2706","adversarial criminal",1,1,337,0.0029673590504451
"2707","adversarial data",1,1,337,0.0029673590504451
"2708","adversarial entity",1,1,337,0.0029673590504451
"2709","adversarial examples",1,1,337,0.0029673590504451
"2710","adversarial framework",1,1,337,0.0029673590504451
"2711","adversarial manipulation",1,1,337,0.0029673590504451
"2712","adversarial propose",1,1,337,0.0029673590504451
"2713","adversarial text",1,1,337,0.0029673590504451
"2714","adversarial training",6,1,337,0.0029673590504451
"2715","adversarial triggers",1,1,337,0.0029673590504451
"2716","adversarially disrupting",1,1,337,0.0029673590504451
"2717","adversarially scrutinize",1,1,337,0.0029673590504451
"2718","adversaries lack",1,1,337,0.0029673590504451
"2719","adverse consequences",1,1,337,0.0029673590504451
"2720","adverse outcomes",1,1,337,0.0029673590504451
"2721","advertisement evidence",1,1,337,0.0029673590504451
"2722","advertisements 200",1,1,337,0.0029673590504451
"2723","advertisements conclude",1,1,337,0.0029673590504451
"2724","advertisements contribution",1,1,337,0.0029673590504451
"2725","advertisements crawled",1,1,337,0.0029673590504451
"2726","advertisements difficult",1,1,337,0.0029673590504451
"2727","advertisements google",1,1,337,0.0029673590504451
"2728","advertisements parsing",1,1,337,0.0029673590504451
"2729","advertiser ad",1,1,337,0.0029673590504451
"2730","advertiser create",1,1,337,0.0029673590504451
"2731","advertiser determined",1,1,337,0.0029673590504451
"2732","advertiser targets",1,1,337,0.0029673590504451
"2733","advertisers accountable",1,1,337,0.0029673590504451
"2734","advertisers building",1,1,337,0.0029673590504451
"2735","advertisers business",1,1,337,0.0029673590504451
"2736","advertisers customers",1,1,337,0.0029673590504451
"2737","advertisers develop",1,1,337,0.0029673590504451
"2738","advertisers discriminate",1,1,337,0.0029673590504451
"2739","advertisers efficiently",1,1,337,0.0029673590504451
"2740","advertisers enables",1,1,337,0.0029673590504451
"2741","advertisers idfa",1,1,337,0.0029673590504451
"2742","advertisers lead",1,1,337,0.0029673590504451
"2743","advertisers select",1,1,337,0.0029673590504451
"2744","advertisers targeted",1,1,337,0.0029673590504451
"2745","advertiser’s knowledge",1,1,337,0.0029673590504451
"2746","advertising abused",1,1,337,0.0029673590504451
"2747","advertising based",1,1,337,0.0029673590504451
"2748","advertising demographic",1,1,337,0.0029673590504451
"2749","advertising disrupted",1,1,337,0.0029673590504451
"2750","advertising ecosystem",1,1,337,0.0029673590504451
"2751","advertising exploring",1,1,337,0.0029673590504451
"2752","advertising facebook",1,1,337,0.0029673590504451
"2753","advertising goals",1,1,337,0.0029673590504451
"2754","advertising infrastructure",1,1,337,0.0029673590504451
"2755","advertising malicious",1,1,337,0.0029673590504451
"2756","advertising meant",1,1,337,0.0029673590504451
"2757","advertising multiple",1,1,337,0.0029673590504451
"2758","advertising network",1,1,337,0.0029673590504451
"2759","advertising pernicious",1,1,337,0.0029673590504451
"2760","advertising plat",1,1,337,0.0029673590504451
"2761","advertising platform",1,1,337,0.0029673590504451
"2762","advertising public",1,1,337,0.0029673590504451
"2763","advertising recruiting",1,1,337,0.0029673590504451
"2764","advertising revenue",1,1,337,0.0029673590504451
"2765","advertising setting",1,1,337,0.0029673590504451
"2766","advice care",1,1,337,0.0029673590504451
"2767","advice search",1,1,337,0.0029673590504451
"2768","advising households",1,1,337,0.0029673590504451
"2769","advocacy ai",1,1,337,0.0029673590504451
"2770","advocacy mainstream",1,1,337,0.0029673590504451
"2771","advocacy organizational",1,1,337,0.0029673590504451
"2772","advocate activist",1,1,337,0.0029673590504451
"2773","advocate behalf",1,1,337,0.0029673590504451
"2774","advocate discuss",1,1,337,0.0029673590504451
"2775","advocate goals",1,1,337,0.0029673590504451
"2776","advocate qualitative",1,1,337,0.0029673590504451
"2777","advocate teaching",1,1,337,0.0029673590504451
"2778","advocated creating",1,1,337,0.0029673590504451
"2779","advocates activists",1,1,337,0.0029673590504451
"2780","advocates journalists",1,1,337,0.0029673590504451
"2781","advocates safeguarding",1,1,337,0.0029673590504451
"2782","advocates seeking",1,1,337,0.0029673590504451
"2783","advocating tech",1,1,337,0.0029673590504451
"2784","aekit carries",1,1,337,0.0029673590504451
"2785","aekit practical",1,1,337,0.0029673590504451
"2786","aerial orthoimagery",1,1,337,0.0029673590504451
"2787","affairs questions",1,1,337,0.0029673590504451
"2788","affect affected",1,1,337,0.0029673590504451
"2789","affect allocation",1,1,337,0.0029673590504451
"2790","affect benchmarks",1,1,337,0.0029673590504451
"2791","affect equilibrium",1,1,337,0.0029673590504451
"2792","affect explainability",1,1,337,0.0029673590504451
"2793","affect humans",1,1,337,0.0029673590504451
"2794","affect information",1,1,337,0.0029673590504451
"2795","affect likelihood",1,1,337,0.0029673590504451
"2796","affect ml",1,1,337,0.0029673590504451
"2797","affect people",1,1,337,0.0029673590504451
"2798","affect people’s",1,1,337,0.0029673590504451
"2799","affect strictness",1,1,337,0.0029673590504451
"2800","affect topic",1,1,337,0.0029673590504451
"2801","affect trust",1,1,337,0.0029673590504451
"2802","affect user",1,1,337,0.0029673590504451
"2803","affect vertical",1,1,337,0.0029673590504451
"2804","affect xai",1,1,337,0.0029673590504451
"2805","affected ability",1,1,337,0.0029673590504451
"2806","affected algorithms",1,1,337,0.0029673590504451
"2807","affected common",1,1,337,0.0029673590504451
"2808","affected demographics",1,1,337,0.0029673590504451
"2809","affected development",1,1,337,0.0029673590504451
"2810","affected female",1,1,337,0.0029673590504451
"2811","affected individuals",1,1,337,0.0029673590504451
"2812","affected parties",1,1,337,0.0029673590504451
"2813","affected projects",1,1,337,0.0029673590504451
"2814","affected sociotechnical",1,1,337,0.0029673590504451
"2815","affected stakeholders",1,1,337,0.0029673590504451
"2816","affected system",1,1,337,0.0029673590504451
"2817","affected xai",1,1,337,0.0029673590504451
"2818","affecting algorithmic",1,1,337,0.0029673590504451
"2819","affecting human",1,1,337,0.0029673590504451
"2820","affecting information",1,1,337,0.0029673590504451
"2821","affecting people's",1,1,337,0.0029673590504451
"2822","affective computing",3,1,337,0.0029673590504451
"2823","affective political",1,1,337,0.0029673590504451
"2824","affects individual",1,1,337,0.0029673590504451
"2825","affects legislation",1,1,337,0.0029673590504451
"2826","affects livelihood.in",1,1,337,0.0029673590504451
"2827","affects perceived",1,1,337,0.0029673590504451
"2828","affiliated contexts",1,1,337,0.0029673590504451
"2829","affiliations observations",1,1,337,0.0029673590504451
"2830","affiliations prior",1,1,337,0.0029673590504451
"2831","affinity adver",1,1,337,0.0029673590504451
"2832","affinity mapping",1,1,337,0.0029673590504451
"2833","affirming assumptions",1,1,337,0.0029673590504451
"2834","afford necessities",1,1,337,0.0029673590504451
"2835","afforded data",1,1,337,0.0029673590504451
"2836","aforementioned radicalization",1,1,337,0.0029673590504451
"2837","african american",1,1,337,0.0029673590504451
"2838","age 10",1,1,337,0.0029673590504451
"2839","age 40",1,1,337,0.0029673590504451
"2840","age 42",1,1,337,0.0029673590504451
"2841","age 70",1,1,337,0.0029673590504451
"2842","age adults",1,1,337,0.0029673590504451
"2843","age affects",1,1,337,0.0029673590504451
"2844","age based",1,1,337,0.0029673590504451
"2845","age company's",1,1,337,0.0029673590504451
"2846","age functional",1,1,337,0.0029673590504451
"2847","age geolocation",1,1,337,0.0029673590504451
"2848","age house",1,1,337,0.0029673590504451
"2849","age increases",1,1,337,0.0029673590504451
"2850","age intervals",1,1,337,0.0029673590504451
"2851","age investigate",1,1,337,0.0029673590504451
"2852","age label",1,1,337,0.0029673590504451
"2853","age limited",1,1,337,0.0029673590504451
"2854","age marital",1,1,337,0.0029673590504451
"2855","age people",1,1,337,0.0029673590504451
"2856","age performance",1,1,337,0.0029673590504451
"2857","age progress",1,1,337,0.0029673590504451
"2858","age raise",1,1,337,0.0029673590504451
"2859","age range",1,1,337,0.0029673590504451
"2860","age related",1,1,337,0.0029673590504451
"2861","age study",1,1,337,0.0029673590504451
"2862","age utilize",1,1,337,0.0029673590504451
"2863","ageing standardised",1,1,337,0.0029673590504451
"2864","agen cies",1,1,337,0.0029673590504451
"2865","agencies aekit",1,1,337,0.0029673590504451
"2866","agencies investigate",1,1,337,0.0029673590504451
"2867","agencies locate",1,1,337,0.0029673590504451
"2868","agencies obligations",1,1,337,0.0029673590504451
"2869","agencies poor",1,1,337,0.0029673590504451
"2870","agencies private",1,1,337,0.0029673590504451
"2871","agencies researchers",1,1,337,0.0029673590504451
"2872","agencies seek",1,1,337,0.0029673590504451
"2873","agencies service",1,1,337,0.0029673590504451
"2874","agencies united",1,1,337,0.0029673590504451
"2875","agency audit",1,1,337,0.0029673590504451
"2876","agency decision",1,1,337,0.0029673590504451
"2877","agency healthcare",1,1,337,0.0029673590504451
"2878","agency ira",1,1,337,0.0029673590504451
"2879","agency users",1,1,337,0.0029673590504451
"2880","agency voice",1,1,337,0.0029673590504451
"2881","agency wider",1,1,337,0.0029673590504451
"2882","agent alignment",2,1,337,0.0029673590504451
"2883","agent designs",1,1,337,0.0029673590504451
"2884","agent future",1,1,337,0.0029673590504451
"2885","agents behave",1,1,337,0.0029673590504451
"2886","agents earn",1,1,337,0.0029673590504451
"2887","agents ensuring",1,1,337,0.0029673590504451
"2888","agents person",1,1,337,0.0029673590504451
"2889","agents prediction",1,1,337,0.0029673590504451
"2890","agent’s preferences",1,1,337,0.0029673590504451
"2891","ages 13",1,1,337,0.0029673590504451
"2892","ages 20",1,1,337,0.0029673590504451
"2893","ages recognize",1,1,337,0.0029673590504451
"2894","ages recorded",1,1,337,0.0029673590504451
"2895","aggregate benefits",1,1,337,0.0029673590504451
"2896","aggregate common",1,1,337,0.0029673590504451
"2897","aggregate data",1,1,337,0.0029673590504451
"2898","aggregate information",1,1,337,0.0029673590504451
"2899","aggregate nlp",1,1,337,0.0029673590504451
"2900","aggregate share",1,1,337,0.0029673590504451
"2901","aggregate worker",1,1,337,0.0029673590504451
"2902","aggregated american",1,1,337,0.0029673590504451
"2903","aggregates users",1,1,337,0.0029673590504451
"2904","aggregation accumulation",1,1,337,0.0029673590504451
"2905","aggregation platforms",1,1,337,0.0029673590504451
"2906","aggregation rate",1,1,337,0.0029673590504451
"2907","aggregator result",1,1,337,0.0029673590504451
"2908","aggrieved status",1,1,337,0.0029673590504451
"2909","agility verification",1,1,337,0.0029673590504451
"2910","agnostic fashion",1,1,337,0.0029673590504451
"2911","agonistic dissensus",1,1,337,0.0029673590504451
"2912","agree ad",1,1,337,0.0029673590504451
"2913","agree outcome",1,1,337,0.0029673590504451
"2914","agreed settle",1,1,337,0.0029673590504451
"2915","agreeing fingerprinting",1,1,337,0.0029673590504451
"2916","agreement statistics",1,1,337,0.0029673590504451
"2917","ahead 2018",2,1,337,0.0029673590504451
"2918","ahead bridging",1,1,337,0.0029673590504451
"2919","ahead million",1,1,337,0.0029673590504451
"2920","ahead usher",1,1,337,0.0029673590504451
"2921","ahigher rate",1,1,337,0.0029673590504451
"2922","ahp model",1,1,337,0.0029673590504451
"2923","ai act",2,1,337,0.0029673590504451
"2924","ai adoption",1,1,337,0.0029673590504451
"2925","ai approaches",1,1,337,0.0029673590504451
"2926","ai assisted",5,1,337,0.0029673590504451
"2927","ai audit",1,1,337,0.0029673590504451
"2928","ai auditing",1,1,337,0.0029673590504451
"2929","ai audits",1,1,337,0.0029673590504451
"2930","ai automated",1,1,337,0.0029673590504451
"2931","ai benchmarking",2,1,337,0.0029673590504451
"2932","ai benefit",1,1,337,0.0029673590504451
"2933","ai bias",2,1,337,0.0029673590504451
"2934","ai biases",1,1,337,0.0029673590504451
"2935","ai bring",1,1,337,0.0029673590504451
"2936","ai capabilities",1,1,337,0.0029673590504451
"2937","ai communities",2,1,337,0.0029673590504451
"2938","ai complex",1,1,337,0.0029673590504451
"2939","ai computational",1,1,337,0.0029673590504451
"2940","ai conducted",1,1,337,0.0029673590504451
"2941","ai contextual",1,1,337,0.0029673590504451
"2942","ai crystal",1,1,337,0.0029673590504451
"2943","ai data",2,1,337,0.0029673590504451
"2944","ai delphi",1,1,337,0.0029673590504451
"2945","ai deployments",1,1,337,0.0029673590504451
"2946","ai developed",1,1,337,0.0029673590504451
"2947","ai development",1,1,337,0.0029673590504451
"2948","ai devices",1,1,337,0.0029673590504451
"2949","ai discusses",1,1,337,0.0029673590504451
"2950","ai documentation",1,1,337,0.0029673590504451
"2951","ai driven",1,1,337,0.0029673590504451
"2952","ai emerged",1,1,337,0.0029673590504451
"2953","ai enabled",1,1,337,0.0029673590504451
"2954","ai enhanced",1,1,337,0.0029673590504451
"2955","ai ethical",1,1,337,0.0029673590504451
"2956","ai exacerbate",1,1,337,0.0029673590504451
"2957","ai explanations",2,1,337,0.0029673590504451
"2958","ai facilitated",1,1,337,0.0029673590504451
"2959","ai field",1,1,337,0.0029673590504451
"2960","ai fintech",1,1,337,0.0029673590504451
"2961","ai flowchart",1,1,337,0.0029673590504451
"2962","ai free",1,1,337,0.0029673590504451
"2963","ai functionality",1,1,337,0.0029673590504451
"2964","ai generated",3,1,337,0.0029673590504451
"2965","ai gpt",1,1,337,0.0029673590504451
"2966","ai harms",1,1,337,0.0029673590504451
"2967","ai holds",1,1,337,0.0029673590504451
"2968","ai human",1,1,337,0.0029673590504451
"2969","ai increasingly",1,1,337,0.0029673590504451
"2970","ai interact",1,1,337,0.0029673590504451
"2971","ai investigate",1,1,337,0.0029673590504451
"2972","ai issue",1,1,337,0.0029673590504451
"2973","ai landscape",1,1,337,0.0029673590504451
"2974","ai model",1,1,337,0.0029673590504451
"2975","ai natural",1,1,337,0.0029673590504451
"2976","ai online",1,1,337,0.0029673590504451
"2977","ai policies",2,1,337,0.0029673590504451
"2978","ai popularity",1,1,337,0.0029673590504451
"2979","ai problematic",1,1,337,0.0029673590504451
"2980","ai production",1,1,337,0.0029673590504451
"2981","ai recently",1,1,337,0.0029673590504451
"2982","ai recommendations",1,1,337,0.0029673590504451
"2983","ai recommender",1,1,337,0.0029673590504451
"2984","ai reflection",1,1,337,0.0029673590504451
"2985","ai regulations",1,1,337,0.0029673590504451
"2986","ai researchers",1,1,337,0.0029673590504451
"2987","ai robots",1,1,337,0.0029673590504451
"2988","ai seeking",1,1,337,0.0029673590504451
"2989","ai social",1,1,337,0.0029673590504451
"2990","ai supervised",1,1,337,0.0029673590504451
"2991","ai surveillance",1,1,337,0.0029673590504451
"2992","ai systems.of",1,1,337,0.0029673590504451
"2993","ai tasks",1,1,337,0.0029673590504451
"2994","ai techniques",1,1,337,0.0029673590504451
"2995","ai technologies",1,1,337,0.0029673590504451
"2996","ai traditionally",1,1,337,0.0029673590504451
"2997","ai training",1,1,337,0.0029673590504451
"2998","ai trust",1,1,337,0.0029673590504451
"2999","ai trustworthy",1,1,337,0.0029673590504451
"3000","ai type",1,1,337,0.0029673590504451
"3001","ai ubiquitous",1,1,337,0.0029673590504451
"3002","ai unintentional",1,1,337,0.0029673590504451
"3003","ai valorize",1,1,337,0.0029673590504451
"3004","ai viewed",1,1,337,0.0029673590504451
"3005","ai4h diagnostic",1,1,337,0.0029673590504451
"3006","aia entail",1,1,337,0.0029673590504451
"3007","aia plausible",1,1,337,0.0029673590504451
"3008","aiaas entails",1,1,337,0.0029673590504451
"3009","aiaas providers",1,1,337,0.0029673590504451
"3010","aiaas services",2,1,337,0.0029673590504451
"3011","aias emergent",1,1,337,0.0029673590504451
"3012","aias engender",1,1,337,0.0029673590504451
"3013","aias relation",1,1,337,0.0029673590504451
"3014","aias structure",1,1,337,0.0029673590504451
"3015","aid decision",1,1,337,0.0029673590504451
"3016","aid online",1,1,337,0.0029673590504451
"3017","aided decision",1,1,337,0.0029673590504451
"3018","aides 4",1,1,337,0.0029673590504451
"3019","aides access",1,1,337,0.0029673590504451
"3020","aides essential",2,1,337,0.0029673590504451
"3021","aides vulnerable",1,1,337,0.0029673590504451
"3022","aiding understanding",1,1,337,0.0029673590504451
"3023","aids rolodexes",1,1,337,0.0029673590504451
"3024","aies classified",1,1,337,0.0029673590504451
"3025","aim answer",1,1,337,0.0029673590504451
"3026","aim aspects",1,1,337,0.0029673590504451
"3027","aim bias",1,1,337,0.0029673590504451
"3028","aim characterize",1,1,337,0.0029673590504451
"3029","aim directly",1,1,337,0.0029673590504451
"3030","aim draw",1,1,337,0.0029673590504451
"3031","aim explore",1,1,337,0.0029673590504451
"3032","aim finding",1,1,337,0.0029673590504451
"3033","aim propose",1,1,337,0.0029673590504451
"3034","aim quantify",1,1,337,0.0029673590504451
"3035","aim tackling",1,1,337,0.0029673590504451
"3036","aimed managers",1,1,337,0.0029673590504451
"3037","aimed mitigating",1,1,337,0.0029673590504451
"3038","aimed supporting",1,1,337,0.0029673590504451
"3039","aimed university",1,1,337,0.0029673590504451
"3040","aiming developing",1,1,337,0.0029673590504451
"3041","aims answer",1,1,337,0.0029673590504451
"3042","aims assess",1,1,337,0.0029673590504451
"3043","aims bring",1,1,337,0.0029673590504451
"3044","aims characterize",1,1,337,0.0029673590504451
"3045","aims enhance",1,1,337,0.0029673590504451
"3046","aims explore",1,1,337,0.0029673590504451
"3047","aims fill",1,1,337,0.0029673590504451
"3048","aims mitigate",1,1,337,0.0029673590504451
"3049","aims promote",1,1,337,0.0029673590504451
"3050","aims protect",1,1,337,0.0029673590504451
"3051","aims reduce",1,1,337,0.0029673590504451
"3052","aims regulate",1,1,337,0.0029673590504451
"3053","aims understanding",1,1,337,0.0029673590504451
"3054","airbnb listings",1,1,337,0.0029673590504451
"3055","aircraft operating",1,1,337,0.0029673590504451
"3056","aires argentina",1,1,337,0.0029673590504451
"3057","airspace deep",1,1,337,0.0029673590504451
"3058","airspace develop",1,1,337,0.0029673590504451
"3059","airspace maintaining",1,1,337,0.0029673590504451
"3060","airspace remains",1,1,337,0.0029673590504451
"3061","airspace results",1,1,337,0.0029673590504451
"3062","airspace traditional",1,1,337,0.0029673590504451
"3063","al 2020",1,1,337,0.0029673590504451
"3064","al building",1,1,337,0.0029673590504451
"3065","al finding",1,1,337,0.0029673590504451
"3066","al gorithms",1,1,337,0.0029673590504451
"3067","al itcs",1,1,337,0.0029673590504451
"3068","al's 2016",1,1,337,0.0029673590504451
"3069","alas incipient",1,1,337,0.0029673590504451
"3070","albeit decompilers",1,1,337,0.0029673590504451
"3071","alexa app",1,1,337,0.0029673590504451
"3072","alexa extend",1,1,337,0.0029673590504451
"3073","alexa finally",1,1,337,0.0029673590504451
"3074","alexa google",2,1,337,0.0029673590504451
"3075","alexa investigating",1,1,337,0.0029673590504451
"3076","alexa participants",1,1,337,0.0029673590504451
"3077","alexa results",1,1,337,0.0029673590504451
"3078","alexa selected",1,1,337,0.0029673590504451
"3079","alexa situation",1,1,337,0.0029673590504451
"3080","alexa top",1,1,337,0.0029673590504451
"3081","alexa va",1,1,337,0.0029673590504451
"3082","alexa's performance",1,1,337,0.0029673590504451
"3083","alexa’s capability",1,1,337,0.0029673590504451
"3084","alexnet convolutional",1,1,337,0.0029673590504451
"3085","algebraic learning",1,1,337,0.0029673590504451
"3086","algorithm 2m",1,1,337,0.0029673590504451
"3087","algorithm advertisers",1,1,337,0.0029673590504451
"3088","algorithm auditing",2,1,337,0.0029673590504451
"3089","algorithm based",1,1,337,0.0029673590504451
"3090","algorithm called",1,1,337,0.0029673590504451
"3091","algorithm concerns",1,1,337,0.0029673590504451
"3092","algorithm construction",1,1,337,0.0029673590504451
"3093","algorithm danish",1,1,337,0.0029673590504451
"3094","algorithm dataset",1,1,337,0.0029673590504451
"3095","algorithm development",1,1,337,0.0029673590504451
"3096","algorithm discuss",1,1,337,0.0029673590504451
"3097","algorithm drives",1,1,337,0.0029673590504451
"3098","algorithm exacerbate",1,1,337,0.0029673590504451
"3099","algorithm explainable",1,1,337,0.0029673590504451
"3100","algorithm favor",1,1,337,0.0029673590504451
"3101","algorithm generate",1,1,337,0.0029673590504451
"3102","algorithm identifies",1,1,337,0.0029673590504451
"3103","algorithm implemented",1,1,337,0.0029673590504451
"3104","algorithm improve",1,1,337,0.0029673590504451
"3105","algorithm information",1,1,337,0.0029673590504451
"3106","algorithm insufficient",1,1,337,0.0029673590504451
"3107","algorithm interrogation",1,1,337,0.0029673590504451
"3108","algorithm necessarily",1,1,337,0.0029673590504451
"3109","algorithm performance",2,1,337,0.0029673590504451
"3110","algorithm plays",1,1,337,0.0029673590504451
"3111","algorithm predict",1,1,337,0.0029673590504451
"3112","algorithm price",1,1,337,0.0029673590504451
"3113","algorithm rank",1,1,337,0.0029673590504451
"3114","algorithm rejecting",1,1,337,0.0029673590504451
"3115","algorithm relative",1,1,337,0.0029673590504451
"3116","algorithm relevance",1,1,337,0.0029673590504451
"3117","algorithm remain",1,1,337,0.0029673590504451
"3118","algorithm removed",1,1,337,0.0029673590504451
"3119","algorithm resolve",1,1,337,0.0029673590504451
"3120","algorithm resolves",1,1,337,0.0029673590504451
"3121","algorithm scaled",1,1,337,0.0029673590504451
"3122","algorithm slight",1,1,337,0.0029673590504451
"3123","algorithm studies",1,1,337,0.0029673590504451
"3124","algorithm trained",1,1,337,0.0029673590504451
"3125","algorithm twitter",1,1,337,0.0029673590504451
"3126","algorithm variable",1,1,337,0.0029673590504451
"3127","algorithm widely",1,1,337,0.0029673590504451
"3128","algorithm's adherence",1,1,337,0.0029673590504451
"3129","algorithm's allocative",1,1,337,0.0029673590504451
"3130","algorithm's inputs",1,1,337,0.0029673590504451
"3131","algorithmic affected",1,1,337,0.0029673590504451
"3132","algorithmic allocations",1,1,337,0.0029673590504451
"3133","algorithmic approaches",1,1,337,0.0029673590504451
"3134","algorithmic assessment",1,1,337,0.0029673590504451
"3135","algorithmic assessments",1,1,337,0.0029673590504451
"3136","algorithmic behaviors",1,1,337,0.0029673590504451
"3137","algorithmic comparison",1,1,337,0.0029673590504451
"3138","algorithmic complexity",1,1,337,0.0029673590504451
"3139","algorithmic content",1,1,337,0.0029673590504451
"3140","algorithmic corporate",1,1,337,0.0029673590504451
"3141","algorithmic culture",2,1,337,0.0029673590504451
"3142","algorithmic de",1,1,337,0.0029673590504451
"3143","algorithmic decisionmaking",1,1,337,0.0029673590504451
"3144","algorithmic deployments",1,1,337,0.0029673590504451
"3145","algorithmic development",1,1,337,0.0029673590504451
"3146","algorithmic developmental",1,1,337,0.0029673590504451
"3147","algorithmic discrimination",1,1,337,0.0029673590504451
"3148","algorithmic domains",1,1,337,0.0029673590504451
"3149","algorithmic effect",1,1,337,0.0029673590504451
"3150","algorithmic equity",1,1,337,0.0029673590504451
"3151","algorithmic errors",2,1,337,0.0029673590504451
"3152","algorithmic ethnography",1,1,337,0.0029673590504451
"3153","algorithmic explanation",1,1,337,0.0029673590504451
"3154","algorithmic functions",1,1,337,0.0029673590504451
"3155","algorithmic gatekeeping",1,1,337,0.0029673590504451
"3156","algorithmic glass",1,1,337,0.0029673590504451
"3157","algorithmic grading",1,1,337,0.0029673590504451
"3158","algorithmic imprint",3,1,337,0.0029673590504451
"3159","algorithmic imprints",1,1,337,0.0029673590504451
"3160","algorithmic information",1,1,337,0.0029673590504451
"3161","algorithmic intermediaries",1,1,337,0.0029673590504451
"3162","algorithmic interventions",1,1,337,0.0029673590504451
"3163","algorithmic lending",1,1,337,0.0029673590504451
"3164","algorithmic level",1,1,337,0.0029673590504451
"3165","algorithmic mediation",1,1,337,0.0029673590504451
"3166","algorithmic model",1,1,337,0.0029673590504451
"3167","algorithmic models",1,1,337,0.0029673590504451
"3168","algorithmic opacity",1,1,337,0.0029673590504451
